municipio_cd,municipio_st,provincia_cd
26046,Cenicero,26
28037,Cenicientos,28
02026,Cenizate,02
32025,Cenlle,32
08067,Centelles,08
19082,Centenera,19
42059,Centenera de Andaluz,42
37098,Cepeda,37
05058,Cepeda la Mora,05
42060,Cerbón,42
15024,Cerceda,15
28038,Cercedilla,28
08268,Cercs,08
46096,Cerdà,46
08266,Cerdanyola del Vallès,08
36902,Cerdedo-Cotobade,36
15025,Cerdido,15
37099,Cereceda de la Sierra,37
49046,Cerecinos de Campos,49
49047,Cerecinos del Carrizal,49
37100,Cerezal de Peñahorcada,37
10063,Cerezo,10
40053,Cerezo de Abajo,40
40054,Cerezo de Arriba,40
09098,Cerezo de Río Tirón,09
49048,Cernadilla,49
44077,"Cerollera, La",44
37101,Cerralbo,37
45048,"Cerralbos, Los",45
09100,Cerratón de Juarros,09
21023,"Cerro de Andévalo, El",21
37102,"Cerro, El",37
27012,Cervantes,27
34055,Cervatos de la Cueza,34
08068,Cervelló,08
25072,Cervera,25
28039,Cervera de Buitrago,28
50079,Cervera de la Cañada,50
45049,Cervera de los Montes,45
34056,Cervera de Pisuerga,34
16073,Cervera del Llano,16
12044,Cervera del Maestre,12
26047,Cervera del Río Alhama,26
50080,Cerveruela,50
25073,Cervià de les Garrigues,25
17050,Cervià de Ter,17
47049,Cervillego de la Cruz,47
27013,Cervo,27
37103,Cespedosa de Tormes,37
50081,Cetina,50
51001,Ceuta,51
30018,Ceutí,30
34057,Cevico de la Torre,34
34058,Cevico Navero,34
37114,Chagarcía Medianero,37
22094,Chalamera,22
05067,Chamartín,05
32029,Chandrexa de Queixa,32
27016,Chantada,27
40065,Chañe,40
28051,Chapinería,28
18059,Chauchina,18
19103,Checa,19
06042,Cheles,06
46107,Chella,46
46106,Chelva,46
19104,Chequilla,19
46108,Chera,46
04036,Chercos,04
46109,Cheste,46
22095,Chía,22
11015,Chiclana de la Frontera,11
23029,Chiclana de Segura,23
12053,Chilches/Xilxes,12
16023,Chillarón de Cuenca,16
19106,Chillarón del Rey,19
13038,Chillón,13
23030,Chilluévar,23
19105,Chiloeches,19
18061,Chimeneas,18
22096,Chimillas,22
02029,Chinchilla de Monte-Aragón,02
28052,Chinchón,28
11016,Chipiona,11
50092,Chiprana,50
04037,Chirivel,04
46111,Chiva,46
50093,Chodes,50
12055,Chodos/Xodos,12
12056,Chóvar,12
24065,Chozas de Abajo,24
45056,Chozas de Canales,45
21030,Chucena,21
45057,Chueca,45
46112,Chulilla,46
16081,Chumillas,16
18062,Churriana de la Vega,18
09101,Ciadoncha,09
26048,Cidamón,26
42061,Cidones,42
28040,Ciempozuelos,28
16074,"Cierva, La",16
39021,Cieza,39
30019,Cieza,30
19086,Cifuentes,19
47050,Cigales,47
42062,Cigudosa,42
47051,Ciguñuela,47
42063,Cihuela,42
26049,Cihuri,26
18048,Cijuela,18
05059,Cillán,05
09102,Cillaperlata,09
10064,Cilleros,10
37104,Cilleros de la Bastida,37
09103,Cilleruelo de Abajo,09
09104,Cilleruelo de Arriba,09
40055,Cilleruelo de San Mamés,40
39022,Cillorigo de Liébana,39
24054,Cimanes de la Vega,24
24055,Cimanes del Tejar,24
50082,Cimballa,50
50083,Cinco Olivas,50
19087,Cincovillas,19
12045,Cinctorres,12
31072,Cintruénigo,31
37106,Cipérez,37
12046,Cirat,12
31074,Cirauqui/Zirauki,31
42064,Ciria,42
31075,Ciriza/Ziritza,31
19088,Ciruelas,19
45050,Ciruelos,45
09105,Ciruelos de Cervera,09
19089,Ciruelos del Pinar,19
26050,Cirueña,26
42065,Cirujales del Río,42
05060,Cisla,05
34059,Cisneros,34
17051,Cistella,17
47052,Cistérniga,47
24056,Cistierna,24
13034,Ciudad Real,13
37107,Ciudad Rodrigo,37
07015,Ciutadella de Menorca,07
25074,Ciutadilla,25
31076,Cizur,31
50084,Clarés de Ribota,50
25075,Clariana de Cardener,25
26051,Clavijo,26
33018,Coaña,33
04034,Cóbdar,04
45051,Cobeja,45
28041,Cobeña,28
19090,Cobeta,19
45052,Cobisa,45
34060,Cobos de Cerrato,34
40056,Cobos de Fuentidueña,40
49050,Cobreros,49
40057,Coca,40
37108,Coca de Alba,37
03056,Cocentaina,03
50085,Codo,50
44080,"Codoñera, La",44
40058,Codorniz,40
50086,Codos,50
06037,"Codosera, La",06
46097,Cofrentes,46
47053,Cogeces de Íscar,47
47054,Cogeces del Monte,47
19091,Cogollor,19
09108,Cogollos,09
18049,Cogollos de Guadix,18
18050,Cogollos de la Vega,18
19092,Cogolludo,19
25076,"Cogul, El",25
29042,Coín,29
15027,Coirós,15
17054,Colera,17
32026,Coles,32
05061,"Colilla, La",05
39023,Colindres,39
25077,Coll de Nargó,25
05062,Collado de Contreras,05
10065,Collado de la Vera,10
05063,Collado del Mirón,05
40059,Collado Hermoso,40
28046,Collado Mediano,28
28047,Collado Villalba,28
34061,Collazos de Boedo,34
08069,Collbató,08
43045,Colldejou,43
08070,Collsuspina,08
29043,Colmenar,29
37109,Colmenar de Montemayor,37
28043,Colmenar de Oreja,28
28042,Colmenar del Arroyo,28
28045,Colmenar Viejo,28
28044,Colmenarejo,28
18051,Colomera,18
17055,Colomers,17
33019,Colunga,33
22090,Colungo,22
25163,"Coma i la Pedra, La",25
29044,Comares,29
39024,Comillas,39
29045,Cómpeta,29
25161,Conca de Dalt,25
40060,Condado de Castilnovo,40
09109,Condado de Treviño,09
19095,Condemios de Abajo,19
19096,Condemios de Arriba,19
43046,Conesa,43
03057,Confrides,03
24057,Congosto,24
34062,Congosto de Valdavia,34
19097,Congostrina,19
11014,Conil de la Frontera,11
14020,Conquista,14
10066,Conquista de la Sierra,10
07016,Consell,07
43047,Constantí,43
41033,Constantina,41
05064,Constanzana,05
45053,Consuegra,45
50087,Contamina,50
09110,Contreras,09
49052,Coomonte,49
19098,Copernal,19
08071,Copons,08
44082,Corbalán,44
46098,Corbera,46
08072,Corbera de Llobregat,08
43048,Corbera d'Ebre,43
24058,Corbillos de los Oteros,24
25078,Corbins,25
17057,Corçà,17
47055,Corcos,47
15028,Corcubión,15
14021,Córdoba,14
06038,Cordobilla de Lácara,06
37110,Cordovilla,37
34063,Cordovilla la Real,34
26052,Cordovín,26
19099,Corduente,19
31077,Corella,31
26053,Corera,26
49053,Coreses,49
27014,"Corgo, O",27
10067,Coria,10
41034,Coria del Río,41
41035,Coripe,41
15029,Coristanco,15
26054,Cornago,26
08073,Cornellà de Llobregat,08
17056,Cornellà del Terri,17
43049,Cornudella de Montsant,43
06039,"Coronada, La",06
41036,"Coronil, El",41
28048,Corpa,28
26055,Corporales,26
45054,Corral de Almaguer,45
40061,Corral de Ayllón,40
13035,Corral de Calatrava,13
39025,"Corrales de Buelna, Los",39
47056,Corrales de Duero,47
49054,Corrales del Vino,49
41037,"Corrales, Los",41
02027,Corral-Rubio,02
06040,Corte de Peleas,06
21024,Corteconcepción,21
32027,Cortegada,32
21025,Cortegana,21
21026,Cortelazor,21
31078,Cortes,31
44084,Cortes de Aragón,44
12048,Cortes de Arenoso,12
18053,Cortes de Baza,18
29046,Cortes de la Frontera,29
46099,Cortes de Pallás,46
18054,Cortes y Graena,18
13036,"Cortijos, Los",13
24059,Corullón,24
15030,"Coruña, A",15
09112,Coruña del Conde,09
33020,Corvera de Asturias,33
39026,Corvera de Toranzo,39
44085,Cosa,44
42068,Coscurita,42
28049,Coslada,28
27015,Cospeito,27
07017,Costitx,07
12049,Costur,12
50088,Cosuenda,50
49055,Cotanes del Monte,49
46100,Cotes,46
02028,Cotillas,02
42069,Covaleda,42
09113,Covarrubias,09
36013,Covelo,36
12050,"Coves de Vinromà, les",12
03058,Cox,03
13037,Cózar,13
40902,Cozuelos de Fuentidueña,40
36014,Crecente,36
43050,Creixell,43
24060,Crémenes,24
17058,Crespià,17
05065,Crespos,05
44086,Cretas,44
03059,Crevillent,03
06041,Cristina,06
37112,Cristóbal,37
44087,Crivillén,44
17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",17
10068,Cuacos de Yuste,10
24061,Cuadros,24
32028,Cualedro,32
50089,Cuarte de Huerva,50
44088,"Cuba, La",44
28050,Cubas de la Sagra,28
50090,Cubel,50
08074,Cubelles,08
25079,Cubells,25
42070,Cubilla,42
34066,Cubillas de Cerrato,34
24062,Cubillas de los Oteros,24
24063,Cubillas de Rueda,24
47057,Cubillas de Santa Marta,47
40062,Cubillo,40
19102,"Cubillo de Uceda, El",19
09114,Cubillo del Campo,09
49056,Cubillos,49
24064,Cubillos del Sil,24
44089,Cubla,44
49057,Cubo de Benavente,49
09115,Cubo de Bureba,09
37113,"Cubo de Don Sancho, El",37
42071,Cubo de la Solana,42
49058,"Cubo de Tierra del Vino, El",49
44090,Cucalón,44
33021,Cudillero,33
49059,Cuelgamures,49
40063,Cuéllar,40
16078,Cuenca,16
47058,Cuenca de Campos,47
50091,"Cuerlas, Las",50
45055,Cuerva,45
41903,"Cuervo de Sevilla, El",41
44092,"Cuervo, El",44
42073,Cueva de Ágreda,42
09117,"Cueva de Roa, La",09
16079,Cueva del Hierro,16
29047,Cuevas Bajas,29
44093,Cuevas de Almudén,44
40905,Cuevas de Provanco,40
09119,Cuevas de San Clemente,09
29049,Cuevas de San Marcos,29
04035,Cuevas del Almanzora,04
29048,Cuevas del Becerro,29
18912,Cuevas del Campo,18
05066,Cuevas del Valle,05
44094,Cuevas Labradas,44
12051,Culla,12
18056,Cúllar,18
18057,Cúllar Vega,18
46105,Cullera,46
15031,Culleredo,15
10069,"Cumbre, La",10
21027,Cumbres de Enmedio,21
21028,Cumbres de San Bartolomé,21
21029,Cumbres Mayores,21
43051,Cunit,43
36015,Cuntis,36
47059,Curiel de Duero,47
15032,Curtis,15
29050,Cútar,29
26056,Cuzcurrita de Río Tirón,26
28053,Daganzo de Arriba,28
13039,Daimiel,13
46113,Daimús,46
04038,Dalías,04
17060,Darnius,17
50094,Daroca,50
26057,Daroca de Rioja,26
18063,Darro,18
17061,Das,17
03061,Daya Nueva,03
03062,Daya Vieja,03
20029,Deba,20
33022,Degaña,33
34067,Dehesa de Montejo,34
34068,Dehesa de Romanos,34
18064,Dehesas de Guadix,18
18065,Dehesas Viejas,18
07018,Deià,07
18066,Deifontes,18
10070,Deleitosa,10
43901,Deltebre,43
03063,Dénia,03
48901,Derio,48
10071,Descargamaría,10
31079,Desojo,31
24066,Destriana,24
42075,Dévanos,42
42076,Deza,42
31080,Dicastillo,31
05903,Diego del Carpio,05
18067,Diezma,18
18068,Dílar,18
48026,Dima,48
37115,Dios le Guarde,37
15033,Dodro,15
18069,Dólar,18
03064,Dolores,03
46114,Domeño,46
40068,Domingo García,40
45058,Domingo Pérez,45
18915,Domingo Pérez de Granada,18
06043,Don Álvaro,06
06044,Don Benito,06
31081,Donamaria,31
31221,Doneztebe/Santesteban,31
40069,Donhierro,40
05069,Donjimeno,05
20069,Donostia/San Sebastián,20
05070,Donvidas,05
14022,Doña Mencía,14
37116,Doñinos de Ledesma,37
37117,Doñinos de Salamanca,37
46115,Dos Aguas,46
41038,Dos Hermanas,41
14023,Dos Torres,14
45059,Dosbarrios,45
08075,Dosrius,08
36016,Dozón,36
19107,Driebes,19
18070,Dúdar,18
34069,Dueñas,34
43053,Duesaigües,43
15034,Dumbría,15
48027,Durango,48
18071,Dúrcal,18
19108,Durón,19
40070,Duruelo,40
42078,Duruelo de la Sierra,42
48028,Ea,48
31083,Echarri/Etxarri,31
41039,Écija,41
20030,Eibar,20
07026,Eivissa,07
50095,Ejea de los Caballeros,50
37118,Éjeme,37
04902,"Ejido, El",04
44096,Ejulve,44
48031,Elantxobe,48
01021,Elburgo/Burgelu,01
02030,Elche de la Sierra,02
03065,Elche/Elx,03
01022,Elciego,01
03066,Elda,03
20031,Elduain,20
20033,Elgeta,20
20032,Elgoibar,20
31087,Elgorriaga,31
46116,"Eliana, l'",46
10072,Eljas,10
48032,Elorrio,48
01023,Elvillar/Bilar,01
19109,Embid,19
50096,Embid de Ariza,50
46117,Emperador,46
37120,Encina de San Silvestre,37
37119,"Encina, La",37
50098,Encinacorba,50
40071,Encinas,40
37121,Encinas de Abajo,37
37122,Encinas de Arriba,37
47060,Encinas de Esgueva,47
14024,Encinas Reales,14
21031,Encinasola,21
37123,Encinasola de los Comendadores,37
24067,Encinedo,24
40072,Encinillas,40
09120,Encío,09
26058,Enciso,26
37124,Endrinal,37
31089,Enériz/Eneritz,31
46118,Enguera,46
16082,Enguídanos,16
04041,Enix,04
46119,"Ènova, l'",46
49061,Entrala,49
39028,Entrambasaguas,39
26059,Entrena,26
32030,Entrimo,32
06045,Entrín Bajo,06
50099,Épila,50
48902,Erandio,48
31090,Eratsun,31
24068,"Ercina, La",24
48033,Ereño,48
31091,Ergoiena,31
50100,Erla,50
48034,Ermua,48
20067,Errenteria,20
20066,Errezil,20
01047,Erriberabeitia,01
01046,Erriberagoitia/Ribera Alta,01
48079,Errigoiti,48
31092,Erro,31
45060,Erustes,45
21032,Escacena del Campo,21
17062,"Escala, L'",17
39029,Escalante,39
45061,Escalona,45
40073,Escalona del Prado,40
45062,Escalonilla,45
19110,Escamilla,19
23031,Escañuela,23
40074,Escarabajosa de Cabezas,40
19111,Escariche,19
50101,Escatrón,50
24069,Escobar de Campos,24
40075,Escobar de Polendos,40
42079,Escobosa de Almazán,42
19112,Escopete,19
07019,Escorca,07
28054,"Escorial, El",28
44097,Escorihuela,44
44099,Escucha,44
10073,Escurial,10
37125,Escurial de la Sierra,37
18072,Escúzar,18
32031,Esgos,32
47061,Esguevillas de Esgueva,47
20034,Eskoriatza,20
31094,Eslava,31
12057,Eslida,12
37126,Espadaña,37
49062,Espadañedo,49
12058,Espadilla,12
06046,Esparragalejo,06
06047,Esparragosa de la Serena,06
06048,Esparragosa de Lares,06
08076,Esparreguera,08
41040,Espartinas,41
31095,Esparza de Salazar/Espartza Zaraitzu,31
37127,Espeja,37
42080,Espeja de San Marcelino,42
14025,Espejo,14
42081,Espejón,42
23032,Espeluy,23
11017,Espera,11
14026,Espiel,14
40076,"Espinar, El",40
17063,Espinelves,17
37128,Espino de la Orbada,37
34070,Espinosa de Cerrato,34
09122,Espinosa de Cervera,09
19113,Espinosa de Henares,19
05072,Espinosa de los Caballeros,05
09124,Espinosa de los Monteros,09
34071,Espinosa de Villagonzalo,34
09123,Espinosa del Camino,09
45063,Espinoso del Rey,45
40077,Espirdo,40
19114,Esplegares,19
25081,"Espluga Calba, L'",25
43054,"Espluga de Francolí, L'",43
08077,Esplugues de Llobregat,08
22099,Esplús,22
17064,Espolla,17
17065,Esponellà,17
07020,Esporles,07
25082,Espot,25
31096,Espronceda,31
08078,"Espunyola, L'",08
08254,"Esquirol, L'",08
45064,Esquivias,45
19115,Establés,19
22102,Estada,22
22103,Estadilla,22
25088,Estamariu,25
08079,"Estany, L'",08
25085,Estaràs,25
31097,Estella-Lizarra,31
07021,Estellencs,07
41041,Estepa,41
42082,Estepa de San Juan,42
09125,Estépar,09
29051,Estepona,29
44100,Estercuel,44
31098,Esteribar,31
25086,Esterri d'Àneu,25
25087,Esterri de Cardós,25
46120,Estivella,46
26060,Estollo,26
22105,Estopiñán del Castillo,22
36017,"Estrada, A",36
45065,"Estrella, La",45
28055,Estremera,28
19116,Estriégana,19
46121,Estubeny,46
31099,Etayo,31
31082,Etxalar,31
31084,Etxarri Aranatz,31
31085,Etxauri,31
48029,Etxebarri,48
48030,Etxebarria,48
31100,Eulate,31
31101,Ezcabarte,31
26061,Ezcaray,26
31093,Ezcároz/Ezkaroze,31
20035,Ezkio-Itsaso,20
31102,Ezkurra,31
31103,Ezprogui,31
50102,Fabara,50
24070,Fabero,24
03067,Facheca,03
22106,Fago,22
31104,Falces,31
43055,Falset,43
03068,Famorca,03
22107,Fanlo,22
12059,Fanzara,12
17005,"Far d'Empordà, El",17
29052,Faraján,29
49063,Faramontanos de Tábara,49
49064,Fariza,49
50104,Farlete,50
25089,Farrera,25
38012,Fasnia,38
43056,"Fatarella, La",43
46122,Faura,46
46123,Favara,46
50105,Fayón,50
50106,"Fayos, Los",50
43057,"Febró, La",43
07022,Felanitx,07
04043,Felix,04
15035,Fene,15
02031,Férez,02
06049,Feria,06
49065,Fermoselle,49
13040,Fernán Caballero,13
14027,Fernán-Núñez,14
18074,Ferreira,18
49066,Ferreras de Abajo,49
49067,Ferreras de Arriba,49
07023,Ferreries,07
49068,Ferreruela,49
44101,Ferreruela de Huerva,44
15036,Ferrol,15
08134,Figaró-Montmany,08
08080,Fígols,08
25908,Fígols i Alinyà,25
43058,"Figuera, La",43
17066,Figueres,17
43059,Figuerola del Camp,43
12060,Figueroles,12
49069,Figueruela de Arriba,49
50107,Figueruelas,50
04044,Fines,04
03069,Finestrat,03
04045,Fiñana,04
35008,Firgas,35
22109,Fiscal,22
15037,Fisterra,15
31105,Fitero,31
17067,Flaçà,17
43060,Flix,43
05073,Flores de Ávila,05
25092,"Floresta, La",25
37129,Florida de Liébana,37
08082,Fogars de la Selva,08
08081,Fogars de Montclús,08
46126,Foios,46
17068,Foixà,17
24071,Folgoso de la Ribera,24
27017,Folgoso do Courel,27
08083,Folgueroles,08
47062,Fombellida,47
50108,Fombuena,50
47063,Fompedraza,47
26062,Foncea,26
25093,Fondarella,25
03077,"Fondó de les Neus, el/Hondón de las Nieves",03
04046,Fondón,04
18076,Fonelas,18
49071,Fonfría,49
44102,Fonfría,44
08084,Fonollosa,08
27018,"Fonsagrada, A",27
46128,"Font de la Figuera, la",46
46127,"Font d'En Carròs, la",46
17069,Fontanals de Cerdanya,17
19117,Fontanar,19
13041,Fontanarejo,13
46124,Fontanars dels Alforins,46
17070,Fontanilles,17
17071,Fontcoberta,17
31106,Fontellas,31
47064,Fontihoyuelo,47
09127,Fontioso,09
05074,Fontiveros,05
08085,Font-rubí,08
22110,Fonz,22
26063,Fonzaleche,26
25094,Foradada,25
22111,Foradada del Toscar,22
17902,Forallac,17
12061,Forcall,12
36018,Forcarei,36
43061,Forès,43
37130,Forfoleda,37
07024,Formentera,07
03070,Formentera del Segura,03
44103,Formiche Alto,44
07025,Fornalutx,07
17073,Fornells de la Selva,17
36019,Fornelos de Montes,36
18077,Fornes,18
44105,Fórnoles,44
46125,Fortaleny,46
44106,Fortanete,44
17074,Fortià,17
30020,Fortuna,30
48906,Forua,48
27019,Foz,27
44107,Foz-Calanda,44
15038,Frades,15
37131,Frades de la Sierra,37
22112,Fraga,22
50109,"Frago, El",50
23033,Frailes,23
33023,"Franco, El",33
09128,Frandovínez,09
08086,"Franqueses del Vallès, Les",08
50110,"Frasno, El",50
34072,Frechilla,34
42083,Frechilla de Almazán,42
06050,Fregenal de la Sierra,06
37132,"Fregeneda, La",37
43062,Freginals,43
18078,Freila,18
50111,Fréscano,50
16083,Fresneda de Altarejos,16
40078,Fresneda de Cuéllar,40
16084,Fresneda de la Sierra,16
09129,Fresneda de la Sierra Tirón,09
44108,"Fresneda, La",44
05075,Fresnedilla,05
28056,Fresnedillas de la Oliva,28
37133,Fresnedoso,37
10075,Fresnedoso de Ibor,10
09130,Fresneña,09
09131,Fresnillo de las Dueñas,09
37134,Fresno Alhándiga,37
40079,Fresno de Cantespino,40
42084,Fresno de Caracena,42
40080,Fresno de la Fuente,40
49075,Fresno de la Polvorosa,49
49076,Fresno de la Ribera,49
24073,Fresno de la Vega,24
09132,Fresno de Río Tirón,09
09133,Fresno de Rodilla,09
49077,Fresno de Sayago,49
28057,Fresno de Torote,28
34073,Fresno del Río,34
05076,"Fresno, El",05
47065,Fresno el Viejo,47
09134,Frías,09
44109,Frías de Albarracín,44
49078,Friera de Valverde,49
29053,Frigiliana,29
27020,Friol,27
34074,Frómista,34
38013,Frontera,38
16085,"Frontera, La",16
48035,Fruiz,48
40081,Frumales,40
19118,Fuembellida,19
13042,Fuencaliente,13
38014,Fuencaliente de la Palma,38
19119,Fuencemillán,19
50113,Fuendejalón,50
50114,Fuendetodos,50
44110,Fuenferrada,44
29054,Fuengirola,29
28058,Fuenlabrada,28
06051,Fuenlabrada de los Montes,06
13043,Fuenllana,13
26064,Fuenmayor,26
47066,Fuensaldaña,47
45066,Fuensalida,45
02032,Fuensanta,02
23034,Fuensanta de Martos,23
30021,Fuente Álamo de Murcia,30
14901,Fuente Carreteros,14
06052,Fuente de Cantos,06
16086,Fuente de Pedro Naharro,16
29055,Fuente de Piedra,29
37135,"Fuente de San Esteban, La",37
40082,Fuente de Santa Cruz,40
06053,Fuente del Arco,06
06054,Fuente del Maestre,06
13044,Fuente el Fresno,13
40083,Fuente el Olmo de Fuentidueña,40
40084,Fuente el Olmo de Íscar,40
05077,Fuente el Saúz,05
28059,Fuente el Saz de Jarama,28
47067,Fuente el Sol,47
49079,Fuente Encalada,49
14028,Fuente la Lancha,14
12063,Fuente la Reina,12
14029,Fuente Obejuna,14
14030,Fuente Palmera,14
18079,Fuente Vaqueros,18
02033,Fuente-Álamo,02
02034,Fuentealbilla,02
42085,Fuentearmegil,42
09135,Fuentebureba,09
42086,Fuentecambrón,42
42087,Fuentecantos,42
09136,Fuentecén,09
37136,Fuenteguinaldo,37
21033,Fuenteheridos,21
19120,Fuentelahiguera de Albatages,19
49080,Fuentelapeña,49
09137,Fuentelcésped,09
19121,Fuentelencina,19
16087,Fuentelespino de Haro,16
16088,Fuentelespino de Moya,16
37137,Fuenteliante,37
09138,Fuentelisendo,09
42088,Fuentelmonge,42
19122,Fuentelsaz,19
42089,Fuentelsaz de Soria,42
19123,Fuentelviejo,19
09139,Fuentemolinos,09
16904,Fuentenava de Jábaga,16
09140,Fuentenebro,09
19124,Fuentenovilla,19
47068,Fuente-Olmedo,47
40086,Fuentepelayo,40
42090,Fuentepinilla,42
40087,Fuentepiñel,40
40088,Fuenterrebollo,40
37138,Fuenterroble de Salvatierra,37
46129,Fuenterrobles,46
16089,Fuentes,16
44111,Fuentes Calientes,44
44112,Fuentes Claras,44
41042,Fuentes de Andalucía,41
05078,Fuentes de Año,05
12064,Fuentes de Ayódar,12
37139,Fuentes de Béjar,37
24074,Fuentes de Carbajal,24
50115,Fuentes de Ebro,50
50116,Fuentes de Jiloca,50
06055,Fuentes de León,06
42092,Fuentes de Magaña,42
34076,Fuentes de Nava,34
37140,Fuentes de Oñoro,37
49082,Fuentes de Ropel,49
44113,Fuentes de Rubielos,44
34077,Fuentes de Valdepero,34
49081,Fuentesaúco,49
40089,Fuentesaúco de Fuentidueña,40
49083,Fuentesecas,49
40091,Fuentesoto,40
44114,Fuentespalda,44
09141,Fuentespina,09
49084,Fuentespreadas,49
42093,Fuentestrún,42
14031,Fuente-Tójar,14
40092,Fuentidueña,40
28060,Fuentidueña de Tajo,28
23035,Fuerte del Rey,23
16091,Fuertescusa,16
22113,"Fueva, La",22
25096,"Fuliola, La",25
25097,Fulleda,25
31107,Funes,31
31108,Fustiñana,31
16092,Gabaldón,16
18905,"Gabias, Las",18
20038,Gabiria,20
04047,Gádor,04
08090,Gaià,08
03072,Gaianes,03
12065,Gaibiel,12
20037,Gaintza,20
19125,Gajanejos,19
37141,Gajates,37
28061,Galapagar,28
19126,Galápagos,19
31109,Galar,31
21034,Galaroza,21
09143,Galbarros,09
26065,Galbárruli,26
48036,Galdakao,48
48037,Galdames,48
35009,Gáldar,35
49085,Galende,49
18082,Galera,18
43063,"Galera, La",43
26066,Galilea,26
37142,Galindo y Perahuy,37
37143,Galinduste,37
37144,Galisancho,37
10076,Galisteo,10
04048,"Gallardos, Los",04
09144,"Gallega, La",09
40093,Gallegos,40
05079,Gallegos de Altamiros,05
37145,Gallegos de Argañán,37
47069,Gallegos de Hornija,47
05080,Gallegos de Sobrinos,05
37146,Gallegos de Solmirón,37
49086,Gallegos del Pan,49
49087,Gallegos del Río,49
08087,Gallifa,08
26067,Gallinero de Cameros,26
31110,Gallipienzo/Galipentzu,31
50117,Gallocanta,50
31111,Gallués/Galoze,31
50118,Gallur,50
44115,Galve,44
19127,Galve de Sorbe,19
45067,Gálvez,45
48038,Gamiz-Fika,48
49088,Gamones,49
43064,Gandesa,43
46131,Gandia,46
16093,Garaballa,16
38015,Garachico,38
38016,Garafía,38
48039,Garai,48
31112,Garaioa,31
06056,Garbayuela,06
43065,Garcia,43
10077,Garciaz,10
37147,Garcibuey,37
37148,Garcihernández,37
40094,Garcillán,40
45068,Garciotum,45
37149,Garcirrey,37
31113,Garde,31
44116,Gargallo,44
28062,Garganta de los Montes,28
05081,Garganta del Villar,05
10078,"Garganta, La",10
10079,Garganta la Olla,10
10080,Gargantilla,10
28063,Gargantilla del Lozoya y Pinilla de Buitrago,28
10081,Gargüera,10
43066,"Garidells, Els",43
31114,Garínoain,31
06057,Garlitos,06
24076,Garrafe de Torío,24
31115,Garralda,31
42094,Garray,42
08088,"Garriga, La",08
17075,Garrigàs,17
17076,Garrigoles,17
17077,Garriguella,17
41043,"Garrobo, El",41
06058,"Garrovilla, La",06
10082,Garrovillas de Alconétar,10
04049,Garrucha,04
10083,Garvín,10
28064,Gascones,28
16094,Gascueña,16
19129,Gascueña de Bornova,19
11018,"Gastor, El",11
10084,Gata,10
03071,Gata de Gorgos,03
48040,Gatika,48
47070,Gatón de Campos,47
46902,Gátova,46
29056,Gaucín,29
48041,Gautegiz Arteaga,48
08089,Gavà,08
46130,Gavarda,46
25098,Gavet de la Conca,25
05082,Gavilanes,05
20907,Gaztelu,20
44117,Gea de Albarracín,44
37150,Gejuelo del Barro,37
12067,Geldo,12
08091,Gelida,08
50119,Gelsa,50
41044,Gelves,41
49090,Gema,49
05083,Gemuño,05
29057,Genalguacil,29
23037,Génave,23
31116,Genevilla,31
46132,"Genovés, el",46
17078,Ger,17
41045,Gerena,41
04050,Gérgal,04
47071,Geria,47
45069,Gerindote,45
48046,Gernika-Lumo,48
46133,Gestalgar,46
28065,Getafe,28
20039,Getaria,20
48044,Getxo,48
21035,Gibraleón,21
33024,Gijón,33
05085,Gil García,05
05084,Gilbuena,05
41046,Gilena,41
46134,Gilet,46
25912,Gimenells i el Pla de la Font,25
05086,Gimialcón,05
26068,Gimileo,26
44118,"Ginebrosa, La",44
41047,Gines,41
43067,Ginestar,43
02035,"Gineta, La",02
17079,Girona,17
08092,Gironella,08
08093,Gisclareny,08
22114,Gistaín,22
48047,Gizaburuaga,48
18083,Gobernador,18
43068,Godall,43
46135,Godella,46
46136,Godelleta,46
50120,Godojos,50
31117,Goizueta,31
18084,Gójar,18
42095,Golmayo,42
25099,Golmés,25
02036,Golosalvo,02
37151,Golpejas,37
42096,Gómara,42
17080,Gombrèn,17
37152,Gomecello,37
32033,Gomesende,32
40095,Gomezserracín,40
36021,Gondomar,36
31118,Goñi,31
18085,Gor,18
18086,Gorafe,18
24077,Gordaliza del Pino,24
48042,Gordexola,48
10085,"Gordo, El",10
24078,Gordoncillo,24
03073,Gorga,03
48043,Gorliz,48
42097,Gormaz,42
25100,Gósol,25
05087,Gotarrendura,05
50121,Gotor,50
33025,Gozón,33
24079,Gradefes,24
33026,Grado,33
22115,"Grado, El",22
16095,Graja de Campalbo,16
16096,Graja de Iniesta,16
24080,Grajal de Campos,24
40097,Grajera,40
18087,Granada,18
21036,"Granada de Río-Tinto, La",21
08094,"Granada, La",08
25101,"Granadella, La",25
38017,Granadilla de Abona,38
21037,"Granado, El",21
13045,Granátula de Calatrava,13
33027,Grandas de Salime,33
05088,Grandes y San Martín,05
08095,Granera,08
46137,"Granja de la Costera, la",46
49091,Granja de Moreruela,49
03074,Granja de Rocamora,03
06059,Granja de Torrehermosa,06
25102,"Granja d'Escarp, La",25
10086,"Granja, La",10
14032,"Granjuela, La",14
08096,Granollers,08
49092,Granucillo,49
25103,Granyanella,25
25105,Granyena de les Garrigues,25
25104,Granyena de Segarra,25
22116,Grañén,22
26069,Grañón,26
43069,Gratallops,43
